time [s], avg_distance [px]
0.071778,453.28,4.5402e+06,3.271e+06
0.23239,451.87,4.5875e+06,3.2868e+06
0.50533,458.15,4.645e+06,3.3263e+06
0.66005,452.53,4.6878e+06,3.3339e+06
0.82859,451.72,4.7346e+06,3.3593e+06
0.98823,453.59,4.7624e+06,3.3785e+06
1.1469,458.93,4.7817e+06,3.3995e+06
1.2978,452.37,4.8204e+06,3.419e+06
1.4475,458.89,4.8339e+06,3.4234e+06
1.605,457.91,4.8893e+06,3.4476e+06
1.7835,452.59,4.8962e+06,3.46e+06
1.9476,449.96,4.9443e+06,3.4833e+06
2.1109,455.22,4.9774e+06,3.5003e+06
2.2663,444.54,5.0084e+06,3.5088e+06
2.4224,459.35,5.0604e+06,3.5422e+06
2.5822,448.1,5.0702e+06,3.5739e+06
2.8178,447.82,5.1611e+06,3.6242e+06
3.0163,451.54,5.192e+06,3.6165e+06
3.2195,459.12,5.2211e+06,3.64e+06
3.3705,449.43,5.2456e+06,3.6372e+06
3.5238,470.33,5.2529e+06,3.6544e+06
3.6816,460.42,5.2779e+06,3.6682e+06
3.8466,463.07,5.2972e+06,3.6667e+06
4.012,458.27,5.3152e+06,3.6878e+06
4.1711,451.65,5.3226e+06,3.6852e+06
4.327,457.26,5.4219e+06,3.7555e+06
4.4904,458.97,5.5148e+06,3.8184e+06
4.6478,464.78,5.5273e+06,3.8325e+06
4.8875,462.19,5.5257e+06,3.8204e+06
5.0531,467.88,5.585e+06,3.848e+06
5.215,468.9,5.6561e+06,3.8946e+06
5.4435,469.52,5.6933e+06,3.9093e+06
5.5952,457.42,5.6783e+06,3.9261e+06
5.7563,468.47,5.824e+06,3.9951e+06
5.9209,464.54,5.8361e+06,4.0147e+06
6.087,462.97,5.8325e+06,4.0108e+06
6.2521,464.65,5.8484e+06,4.036e+06
6.4078,465.88,6.0371e+06,4.1532e+06
6.5639,469.76,6.0389e+06,4.1408e+06
6.721,470.38,6.0129e+06,4.1175e+06
6.8879,465.21,6.0434e+06,4.1481e+06
7.0548,466.36,6.131e+06,4.238e+06
7.2172,461.9,6.1852e+06,4.2828e+06
7.4054,465.82,6.2135e+06,4.2927e+06
7.5605,469.18,6.22e+06,4.2904e+06
7.7183,467.96,6.2043e+06,4.2706e+06
7.8872,462.02,6.2032e+06,4.2804e+06
8.1237,457.78,6.1688e+06,4.2612e+06
8.3382,462.95,6.1799e+06,4.2826e+06
8.4945,461.86,6.1464e+06,4.2617e+06
8.6525,469.18,6.1243e+06,4.214e+06
8.8189,464.87,6.0772e+06,4.1943e+06
8.9905,467.98,6.0765e+06,4.1892e+06
9.1643,470.47,6.0519e+06,4.1752e+06
9.3379,468.15,6.0512e+06,4.1797e+06
9.5135,460.33,6.0433e+06,4.1888e+06
9.7273,468.68,6.0287e+06,4.1624e+06
9.8924,470.19,6.0115e+06,4.1585e+06
10.065,466.95,5.9991e+06,4.1541e+06
10.236,470.3,5.9741e+06,4.1371e+06
